userName;score;content;Layanan;Fitur;Kebermanfaatan;Bisnis;Non Aspek
Yayah Rokayah;1;Pelayanan bukalapak untuk penjual sangat jelek, bukadompet saya dibekukan udah beberapa hari ini padahal udah komplain berulang kali dan memberikan bukti transaksi yang valid tapi tetep aja masih dibekukan dan hasil penjualan jadi ditahan, mohon aktifkan kembali bukadompet saya!!!;-1;0;0;-1;0
Suryawirawan Heru;5;Belanja dengan Bukalapak mudah dan aman, selama saya menggunakannya lancar2 saja.;0;0;0;1;0
Rz Jak;3;Sudah pake paylater selama beberapa bulan, gak pernah telat bayar,.. giliran ajuin pinjaman yang kerja sama dengan bukalapak gak pernah disetujui ,,..katanya tingkatkan terus transaksi anda,, niat ngebantu gak sih?;-1;0;0;0;0
santo juns;1;Udah lapak nya sepi, eh akun penjual di bekukan. Bukalapak bisa banget lawak nya. E-commerce lagi sepi pembeli bukan nya penjual di jaga, ini malah di bekukan. Bukan saya saja loh, sudah banyak yang sama seperti saya, di bekukan tiba tiba tanpa penjelasan apa apa, Salah nya apa. Lucu banget kalau di pikir, Udah sepi di tambah penjual di bekukan, wkwkwkw;0;0;0;-1;0
Khoirul Fuad;1;lemot nya luar biasa, lebih berat dari pada streaming 1080p. kendala sinyal ? sinyal jelek jg masih lancar jaya untuk streaming 1080p.;0;0;0;0;-1
Gowes gowes;5;Selama transaksi di buka lapak aman2 saja. Blm pernah ada kendala. Cuma promo Gratis Ongkir tapi tetep bayar...;0;0;0;1;0
A A Yassen;5;Bukalapak tempat berjualan online mudah segala kebutuhan ditemukan, apalagi sekarng jaman online dibanding offline mau cari barang tinggal ketik kata kunci nama barangnya bisa beli lebih saja sudah untung jangan pikirkan ongkirnya pake reguler saja. Terima kasih Bukalapak;0;0;1;0;0
SANG PENDOSA;2;Sudah berkali kali melest terus, klu cuman pengen dibuka aplikasi nya ga usah pake iklan/notif samsung/iPhone cuman 1000🤣jd males pake aplikasi ini lama2 gua apus jg nih aplikasi menjengkelkan👎;0;-1;0;0;0
Joko Susilo;3;Harga barang mahal, harus nya bersaing dg apl yg lain, gratis ongkir hanya berupa potongan aja., banyak fitur2 yg di hilangkan, payah;0;-1;0;-1;0
ikhwan shell;4;saya beli 2kali 2kali juga dikirim barang yang tidak sesuai mau di kembalikan biaya ongkir mahal juga dana terpotong;0;0;0;-1;0
Medi Syahrul;3;Maaf saya turunkan dari bintang 5 jd bintang 3 klo Dalam satu bulan syukur2 ada yg beli ,sekali ada yg beli dpt potongan lumayan besar padahal keuntungan sudah tidak seberapa. Sekarang dalam sehari saya menerima email lebih dari 3x setiap hari yg mengatakan stok jualan habis, padahal masih ada. Sdh di-update masih jg nerima email yg sama terus dan terus setiap hari. Sekarang setiap kali saya buka aplikasi BL Hp saya auto blank mentok logo sejak ada program uji coba aflikasi BETA...;0;-1;0;0;0
Iman Soleh;5;Blanja aman dan nyaman. Sayang roda rejekinya. Jong terus. Kalo jong terus. Mau ganti aplikasi ah.;0;0;0;1;-1
Tri Yono;5;Belanja di buka lapak sangat bagus , aman dan terpercaya, yg penting prosedur belanja tetap di jalur buka lapak jangan sampai keluar dari jalur buka lapak . Kalau terima barang tdk sesuai ya komplain , kalau sesuai dan bagus ya klik terima barang dan kasih ulasan bintang 5;0;0;0;1;0
Laiqunnisa Alimatuzzulfa;1;Pengalaman belanja yang sangat mengecewakan terutama dengan tim buka bantuan. Kasus teman saya barang hilang di ekspedisi butuh waktu investigasi lebih dari 3 bulan dan asuransi nolak claim krn masih dalam proses admin bukalapak padahal diinformasikan sama CS J&T sudah ada auto claim di sistem mereka ke bukalapak yang artinya barang dinyatakan hilang tapi pihak admin buka bantuan bener2 lelet kerjanya dan tidak responsif. Fix pindah ke tokopedia atau JDid atau blibli aja jangan disini;-1;0;0;-1;0
Ikhsan Wahyudi;1;Pelayanan bukalapak buruk terhadap penjual, barang sudah sampai namun dana penjualan diremit sistem tanpa alasan, saya coba melakukan komplain yg ada diminta untuk menunggu, padahal mereka balas pesan saya berulang-ulang dengan orang yg berbeda tetapi cuma bisa minta saya menunggu, saya bukan pengguna baru,semakin lama layanan bukalapak semakin buruk, sudah seminggu lebih dana saya ditahan;-1;0;0;-1;0
Rizki Nur Arifin;3;Selalu gagal verifikasi ktp dengan alasan nik tidak valid padahal sudah bener ! Di ulang beberapa kali tetep gagal Mohon bantuannya !!;0;0;0;0;-1
ginanjar ilham;2;Saya dulu pengguna Bukalapak setia setelah bonus beruntun di blokir tidak jelas dan minta bantuan pun tidak ada penyelesaiannya sampai saya sudah lama tidak pakai lagi masih begitu parah;-1;0;0;0;-1
EL GIBRAN;5;Salam bukalapak. Mohon maaf sebelumnya, Karena saya selalu puas dg sistem &fitur2nya. Namun, Sejak awal pandemi banyak perubahan fitur2 sistem & promo2 yg ditawarkan. Seperti, hilangnya fitur pencarian dengan foto/gambar. Terimakasih.;0;1;0;0;0
Aldi Kaida;5;Aplikasi Sangat membatu Untuk penjual ,. Dan pihak Bukalapak cepat memberikan pelayanan terbaik di kalau ada masalah dengan akun Bukalapak,. Terima kasih Bukalapak 🥰🥰🥰;1;0;1;0;0
Rizki Firmansyah;1;"Jangan pake paylater disini, admin nya lebay, mending kalo mau cicil"" ke akulaku aja, diberi kemudahan juga kalo seandainya ada bayar telat, Kalo buat belanja biasa bukan paylater gpp pake ni apk";-1;0;0;0;-1
Alex Amsori Fajarudin;3;Masih menggunakan bukalapak hanya untuk akses bukaemas, sudah tidak untuk belanja atau jual barang lagi karena mahal,jarang promo, dan potongan hasil penjualan lumayan mengurangi keuntungan yg gak seberapa.. ayolah kembalikan bukalapak yang dulu...;0;0;0;-1;0
Fajar Winarno;3;Masih ada error, kalo mau ikut kuis selalu ada gambar teropong yg bertuliskan kami melihat kejanggalan akun, maksudnya apa ini, data saya sdh benar semua, gak jelas !!!;0;-1;0;0;0
E MUAMAR S;1;Kenapa ribet sekali ingin mengganti alamat surel yang tidak aktif harus ke buka bantuan? Disuruh foto KTP lah, swafoto lah. Malas banget ganggu privasi!!! Kan bisa cukup kirimkan kode verifikasi ke no ponsel, payah. Berikan fitur hapus riwayat pembelian.;0;0;0;0;-1
Sadar Kusnindar;1;kirain bukalapak gak bermasalah.. sampe live chat gada respon dari kemaren, tidak bisa konfirmasi terima barang, penjual tidak ngijinin bawa barangnya karena pembayaran belum masuk, lah di kemanain uang nya? Saya pake jasa ambil sendiri karena dekat dari rumah, HATI2 YANG MAU TRANSAKSI DISINI DI PERSULIT PADAHAL BARU NYOBA BELANJA UDAH KAYA GINI, SIAP VIRALIN LIHAT AJA. SAYA JADIIN SAKSI PENJUAL NYA,;-1;0;0;-1;0
Ipunk Ayi;1;Mulai gak bagus 1. loading history transaksi kelamaan. Padahal cek histori transaksi di aplikasi lain aman aja. Alasannya cek jaringan anda.huft 2.masih ada biaya layanan gak kayak aplikasi yg laen;0;-1;0;0;0
Fayakun Santoso;1;Pengiriman kalo pake buka express prosesnya lama, padahal satu kota yg sama, kalo gak sanggup ya kasih aja ke ekspedisi yg lain yg cepet;0;0;0;-1;0
Syahril Sidik;2;sbenernya bagus,, cuman banyak fitur yg 'dihilangkan' roda rejeki juga aneh,, taun 2022 ini saya seriiiing banged dapet zonk,, sebelumnya sy sering dapet gratis ongkir ,, kalo ngecewain pelanggan ky gt, mending dihapus saja fitur roda rejeki,, satu lagi,, fitur paket langganan, knapa skarang hanya ada vocer gak penting yg ditawarkan ?? lebihbaik perbanyak paket gratis ongkir,, itu sungguh sangat disukai pemakai bukalapak.;0;-1;0;0;0
PORT OF MAINTENANCE;1;setiap kali pembayaran salah nominal tidak bisa di kembalikan gimana? mohon bantuannya katanya tidak ada transaksi masuk padah saldo rekening sudah berkurang dan sudah benar bahwa yg saya transfer di rekening pt buka lapak;0;0;0;0;-1
getah nangka;5;The best👍💯 terbaik di kelasnya Lo sebagai pembeli cerdas dikit dong lihat rating kalau mau beli barang, selama pake aplikasi bukalapak gue ga pernah ada masalah, pengiriman cepat, produk selalu real pict 😆😆😁😁👍👍👍;0;0;0;1;0
R.M.S. Alam;1;Versi sangat rajin diperbaharui terus menerus malah tambah lemot tambah ribet lelet tidak seperti dulu tak pernah bermasalah dalam buka aplikasi BL...sekarang HP gw lemot berat di RAM 2GB/32GB gara2 aplikasi ini padahal signal jaringan 4G T-SEL full tower..setelah aplikasi ini gw uninstal HP gw jadi cepat lagi kinerjanya membuka aplikasi lain2nya dan tidak panas walau berjam2 bermain HP batrei awet lagi normal seperti semula...🤲🤲🤲 Ini aplikasi skrg sdh jadi Taaiiikkkkk...!!!!;0;-1;0;0;0
herni susilowati;3;Kenapa bukalapak tidak ada fitur pencarian barang melalui foto,jadi susah cari barang yang ingin aku beli.coba telusuri pencarian,mau beli mukena bordir yang aku inginkan,tapi susah..;0;-1;-1;0;0
adib syamz;1;Ribet! Bukti transaksi sudah dikirim berkali-kali tetep tidak terverifikasi, tidak ada pilihan batalkan transaksi pula..;0;-1;0;0;0
Toko Harvest 75;5;27feb22 entah kenapa 1 bulan ini Bukalapak sering keluar sendiri, bisa sih bisa tapi lamaaaaaaa banGET, tolong tim IT cek !!!;0;-1;0;0;0
Asrof khan;5;Dear bukalapak: saya selalu bayar limit paylater tepat waktu bahkan sebelum jatuh tempo tapi kenapa limit bukalapak paylater saya dibekukan, yg bijaksana dong jangan asal bekukan aja!!;-1;0;0;0;0
Shandra Barlian;5;barang cukup banyak pilihan...cuman sayang ada beberapa pelapak yg kurang memberikan deskripsi barang yg djualnya.. jd suka salah aza beli brg..;0;0;0;-1;0
Feri Firmansyah;1;jadi males pasang, dan belanja aplikasi ini,, notifikasi promonya banyak banget,, mening kalo iyamah,, la cuma nge frank orang doang,,;0;0;0;-1;0
Wahyu Sulistiono;5;Untuk transaksi online mudah, namun sdh lama tdk bisa menggunakan Linkaja (10/11/20), kenapa ya padahal dulu lancar? Untuk pembayaran melalui dana sangat mudah. Nah sekarang (27/02/22) Pembayaran pakai Dana ada yang bisa ada yg tidak begitu juga dengan Linkaja, dan lancar bayar pakai OVO,...;1;0;1;0;0
Iqbal Zaen;1;maaf untuk bukalapak yang sekarang Saya udah ga belanja lagi di sini Karena ganti nomer saja harus foto ktp, buku tabungan beserta pemilik akun nya??? kenapa harus buku tabungan sedangkan Saya aja transfer lewat DANA Maka dari itu Saya udah ga lagi pake BL males foto foto data pribadi musti Nanti di salahgunakan data Saya huftt..;0;0;0;0;-1
Dipa Ulhak;1;Bukasend terbaru error dalam penyantuman alamat pengiriman, terutama utk kecamatan, kabupaten dan kode pos. Sudah ditentukan dari bukalapak tapi salah, ga bisa diedit pula. Ribet. Enakan spt sebelumnya. Sampe skrg sy sulit kirim alamat ke luar pulau karena pengisian alamat bukasend tidak fleksibel dan byk salah di template nya. Pusing sy mau kirim alamat;0;-1;-1;0;0
Bla Bla;1;Sepi jualannya sehari blom tentu ada 1 transaksi. Produk sampai ratusan az tidak jualan gimana to... Giliran ada orderan barang di order habis karena udah tidak ketemu produk nya di toped dan shopee ( Buangan) . Hadeh... Miris. Skrg ada lg ketentuan pembatasan uplod produk... 😄😄😄.... .infoin az. Bukalapak sampai kapan mentingin jualan apa mentingin aturan terus menerus yg di update...;0;0;0;-1;0
Azckmy Zyx;5;Alhamdulillaah bisa bayar lwt aplikasi di hape juga. Jadi sangat membantu tanpa keluar ke outlet2 yg membuat nambah biaya lagi. Makasih bukalapak;0;0;1;0;0
Dudi Yudia;5;always nice belanja di bukalapak, barang lengkap, seller terpercaya, banyak diskon dan voucher, bisa beli pulsa atau paket data lebih murah dari provider, good job! - one satisfied customer-;0;0;0;1;0
Ukie Dafa;1;Cs Prosesnya paling lambat kalau komplen,,udah gitu bot gak bisa live chat.. Beda sama toko sebeleh,,cepet selesai kalau ada masalah.;-1;0;0;0;0
nurul fahmi;1;Nembah2 lemot loadingnya Terus juga tiba2 lapak dibekukan tanpa alasa. Yang ga jelaa, padahal ga melanggar apa2, naro barang di etalase 2 biji, itupun sparepart motor Makin kesini makin kacau ini bukalapak;0;-1;0;-1;0
Bambang Sususapi;5;Sangat membatu sekali di kala jualan pulsa . mantap gan .tanpa ribet dan gampang . recomen banget Joss pokoke .;0;0;1;0;0
Mohammad Mahrus;5;Dengan adanya Buka Lapak semuanya jadi lebih mudah dan nyaman. Sudah lama belanja online pakai buka lapak. Selama ini transaksi dan transfer dana aman. BL bisa diandalkan. BL mantap jiwa.;0;1;1;0;0
Mas Tri Klaten;4;Pembayaran sya sudah sukses via octo klik, tp belum di verifikasi. Live chat ribet banget, kebanyakan data yg harus di isi,membingungkan. Gimana nih?;0;-1;0;0;0
inderakula;1;casback nya ada masa berlakunya. gak seperti tokped cashback bebas disimpan sampai kapanpun dan bisa jg buat isi ulang pulsa;0;0;0;0;-1
Reza Alvino;5;Selama saya belanja di Bukalapak,belum pernah mengecewakan saya,,semoga terus berkembang dalam memberikan kemudahan pelayanan konsumennya...;1;0;0;0;0
Hyuda 1606;1;Akun payleter saya d bekukan..! Masalahnya apa ya.. Tagihan sudah saya bayar sruk pembayaran masih saya simpan Tapi d aplikasi tidak terkonfirmasi.. Kalo begini terus tagihan terus membengkak tanpa ada kepastian padahal pembayaran sudah sesuai aturan... Aplikasi aneh! ... KECEWAAA;0;-1;0;-1;0
khanzaa maharani;5;terbantu utk cari barang,, skaligus aman dlm transaksi. Di tambah lg fasilitas pay later..;0;0;1;1;0
Jonkey Oky40;1;Parah......woi saya pkai paketan data unlimited kenapa status hrs perbaiki jaringan😠😠😠😠😠 sudah diganti wifi jg sama. Koplak amat ini semakin diupdate;0;0;0;0;-1
Naga Kecil;1;Susah aktiv kan paylater bos, dri dulu sampai sekarang. Saat verifikasi wajah loding nya tidak berjalan dari bulan Juli sampai sekarang bulan februari. Verifikasi wajah gagal terus;0;-1;0;0;-1
Uje Channel;1;Saya dah menghubungi bukalapak berulangkali tapi jawaban Sama saldo sudah Di kembalikan sedangkan Saya isi deposit tp tidak pake kode unik.. Uang Dari transferan gak tau Lari kemana kr bukalapak tidak menjawab harusnya kasih tau kalau Masuk deposit atau uang dikembalikan ke rekening tsbut...sya kecewa dg pelayan bukalapak;-1;0;0;0;0
Sara Shamsu;5;Makin baik, perlu ditingkatkan lagi layanan. Terutama paylaternya jgn terlalu pelit kasih limit. Penawaran produk harga dan min. Pembelian utk dapat vouchernya nggak memadai kalo limit cuma bisa buat beli sembako aja. Sedangkan Promonya gadget dan elektonik. Jadi kebuang sia sia kan vouchernya.;1;0;0;0;-1
Yongky Chandra;4;Buka lapak emang mantul banget.... banyak promosi'y belanja pasti puas dan harga terjangkau.. terimakasih Bukalapak🙏🙏🙏..;0;1;0;1;0
Lala Fira;1;Untuk fitur dan pembayarannya lengkap dan mudah dipahami, tapi untuk promo nya kok cuma sedikit masih kalah dengan ijo dan Oren, harga barangnya pun mahal sekkaalleee. Kalo mau bersaing kasih voucher pengguna baru 0 rupiah dan gratis ongkir.;1;1;0;-1;0
Grosir masker rahmarahmi olshop;1;Lapak.jualan saya di bekukan tanpa ada pemberitahuan, sudah komplen dan di suruh tunggu 72 jam, tapi ini sudah 5 hari belum ada kejelasan,, nanti klo akun jualannya udah kebuka lagi baru aku ganti bintang 5 lagi,, tolong ya Bukalapak;-1;0;0;-1;0
Mutia Nabila;3;Tolong d perbaiki dong jaringannya biar ga terlalu lemot,dan terlalu banyak notifikasi,sehari bisa berkali kali;0;0;0;0;-1
Jajang Taryana;1;Jadi agak ribet buat jadi seller . Susah banget verifikasi ktp padahal udah diikutin semua prosedurnya, sampe2 saya ganti fisik ktp takutnya gambar nya udah luntur.. ehh tau nya sama sajahh. Padahal saya termasuk pengguna lama di BL;0;0;-1;0;0
Esa Putra Mahmuda;1;Pantes Bukalapak klah besar sama shopee dan tokped, sistem slow respon, cs tidak membantu masalah, cancel orderan ribet tapi ga di cancel malah tetep dikirim, aplikasi sampah asli jangan belanja si sini;-1;-1;0;0;0
muhmaad asmawi;5;tingkatkan terus system aplikasinya (kecepatan, keamanannya). semangatttt terus dan sukses slalu BL;0;0;0;0;1
Master Order;5;Bagus banget, untuk kedepannya, tolong tingkatkan tampilan UI nya ,agar kenyamanan belanja semakin meningkat.;0;0;0;0;1
Wu Song;5;Hanya Bukalapak, yg sangat memudahkan untuk bertransaksi online. Cuma tolong tegur jika ada pelapak yg slow respon banget, tanpa alasan yg jelas. Karena nggak masuk akal sama2 masih wilayah Jakarta bisa 5 hari barang sampainya kerumah.;-1;0;1;0;0
Ageng Ginanjar Saputra;1;Aplikasi Ribet klo planggan lg kena trouble. Transaksi kartu kredit gagal di apk bukalapak tapi saldo kepotong. Udah ajuin komplain nunjukin bukti saldo kepotong gabisa harus billing statment. Sedangkan billing statement kita hrus request ke bank dan butuh proses lagi buat nunggu dikirim. UANG JADI MAKIN KETAHAN LAMAAA. Mana ditinjau laporan kita dari bukalapak lama.. 2 hari baru dibaca dan hasilnya mengecewakan.. kapok dan bakalan nyebarib ini ke teman terdekat !!!!;-1;0;-1;0;0
sunda kawe;1;Awal saya kasih bintang 5, semenjak sering muncul pop up di aplikasi BL jadi malah ngeganggu. Lama lama ngeselin BL, lemoooot;0;-1;0;0;-1
Ag colection;5;Untuk segi fitur lumayan lengkap lah , tpi kenapa dah lapak saya di bekukan padahal aku jualan top up , dan mengikuti peraturan yang ada di bukalapak ini , tpi kenapa kok di bekukan secara permanen😣tolong dongn untuk penjelasannya;0;1;0;-1;0
Ares Dhoc;3;Membantu saya untuk menemukan barang keperluan,saya dengan berbagai vasilitas pembayaran.. Cuman sayamg saya mau ganti no susahhhhh. Akirnya saya ganti akun baru cuman tetep vertipikasi ktp gk bisa karna sudah terverfikasi di akun lama.. Kalu gk ada sulusi kayanya pindah kelapak lain.;0;0;1;0;-1
Roby Aff;1;Pusat bantuan tidak jelas, bahkan tdk membantu, krna fiturnya malah ngeleg disitusitu aja. Sgera perbaiki fitur bantuan, dana saya yg top up 28 nov kmaren ga masuk masukk!!;-1;-1;0;0;0
Type Your Name;5;"E-commerce dengan harga paling murah dibandingkan yg lain .. 👍 .. dan baru kali ini gue nemuin e-commerce yg kasih gratis ongkir lebih dari ratusan ribu.. 👍👍 semoga voucher cash back gratis ongkir sampai ratusan ribu sering "" di berikan oleh Bukalapak .. karena kami yg tinggal di luar pulau Jawa sangat terbantu .. Terimakasih Bukalapak 👍";0;0;1;1;0
Bibit Herbal;1;Dari Bintang 5 jadi bintang 1, 2 akun 2 KTP dibekukan semua karena nggak verifikasi KTP, padahal sudah verivikasi semua, Kasihan banget toko utama sudah jalan lancar dibekukan dengan alasan yang nggak jelas kesalahan nya;0;0;0;-1;0
Adhi Nurhadi;2;Kenapa Bayar pake dana harus bayar di gerai lagi. kena cas biaya admin lagi klau bayar di mini market. Harus jalan lagi,nyita waktu juga. Percuma dong satu lagi chat ke komplain atau ke cs ga bisa mengetik, seolah di paksa ngikutin kemauan aplikasi. ga seperti aplikasi sebelah yang mudah untuk komplaint. susah buat komplain ke toko yg tidak membalas chat.;-1;0;0;-1;0
Kusmiranti Zulfikar;1;Bayar tagihan payleter sudah tapi ga guna ga bisa d pake payleter nya.. Beda bgd sama aplikasi laen lgsg bisa d pake... Ni pembayaran bagus masa ga bisa dipake...;0;-1;0;0;0
puseré jawa;3;Tolong rekomendasi dibawahnya jngn satu toko dong,, harusnya beda toko dngn jenis barang yg sama. Lg nyari elektronik rekomend nya malah nongol headset,kaca pembesar. Jd susah skrng ketemu barang murahnya. Ky dulu dong...;0;0;0;0;-1
hijau taman;3;Kasih fitur dan tampilan yang mudah dan bagus. jangan dipersulit dalam hal apapun, jangan buat orang kecewa dengan pembaruan aplikasinya. coba anda lihat banyak yang kasih rating 1 bintang.;0;-1;0;0;0
Nurul Yakin Lakar'z Lagawat'z;1;"Kecewa Banget sama Apk ini Niat Mau Post Barang Jualan lagi tau"" dah dibekukan Hadeeeeeehhh kok bisa ya tambah payah nih apk tambah gak karuan padahal gak pernah buat pelanggaran dan sudah 3x transaksi sama buyer awalnya enak ini apkl nya tapi lama"" kok aneh ya mau lihat barang dagangan dilapak malah gak bisa malah di Closed Paraaaaaah paraaaaaah ini apk.";0;0;0;-1;0
Dedy Sudaryono;5;Alhamdulillah sampai sekarang belanja di buka lapak tidak mengecewakan utk saat ini dan lancar sesuai pesanan pelanggan ,tambah maju utk bka lapak;0;0;0;1;0
Agus Muhdi;5;Ada bbrapa transaksi yg sy anggap kurang pas, tp yaa namanya blanja online - gak hadap2an sama penjual - jadi maklum aja.;-1;0;0;0;0
ocitsans 777;1;hm ulasan saya kok bisa ilang ya. aplikasi belanja online paling bobrok menurut saya. fitur buka bantuan yang gak ngebantu sama sekali, susah terhubung ke live chat. beda sama si oren dan si ijo yang live chat nya ngebantu banget. gak lagi2 deh belanja di aplikasi ini soalnya banyak banget penjual nakalnya, dan giliran mau ngadu di persulit karena fitur buka bantuam gaberguna sama sekali. sekian;0;-1;0;-1;0
Poetra Boengsoe;2;Pengiriman nya sih cepat,Dan proses nya pun cepat tp sayang nya ongkir nya mahal2,dan paylater saya jg malah dibekukan, pdhal udh bayar smua tagihan nya tp ga bs Lg pake paylater nya, mohon admin aktifkan kmbali paylater saya, mkch;0;0;0;1;-1
Satria Perdana;5;"Ok , bagus menurut saya , selama saya pake Bukalapak lancar smua dan sesuai ..!! Walau ada beberapa , pelapak yg kurang amanah , dan kurir yg kurang hati"" ...tpi masih di batas wajar kesalahan...semoga kedepan ya di perbaiki lagi...";0;1;0;-1;0
Ry Aja;1;Setiap dimasukkan nomor baru dibilang sudah terdaftar. Mau ferivikasi hp macam mau ikut pns pakai foto pegang ktp. Itu informasi yang sangat pribadi tidak nyaman jika dibagikan.;0;0;0;0;-1
Amin Urban;2;Saya turunin deh bintangnya dari 5 jadi 2,soalnya semakin kesini semakin rumit,metode pembayaran cod saja sekarang agak susah ga bisa pake kurir sicepat ,harus pakai buka ekpres yang ongkirnya menurut saya mahal.;0;0;0;-1;-1
Cucuk Purbo handito;1;Udah seminggu lebih..pake paylater tidak bisa juga.. kenapa harus seperti ini..Tolong donk di perbaiki lagi kualitas nya .. Tau gitu ga perlu pake aplikasi seperti ini.. Lagi butuh barang dan ga ada uang..pengen beli pake paylater tp tidak bisa ..kacoooo;-1;0;0;0;0
Chaka Chivo;1;SOP nya bagaimana sih bila barang sudah dikirim tp transit sampai 1 bulan setengah gak ada pergerakan katanya masih investigasi trusss.. Harusnya pihak bukalapak bisa ambil kebijakan bila pd waktu yg ditentukan pihak ekspedisi tidak bisa menjalankan hingga selesai maka dia harus bertanggung jawab sepenuhnya. Kalo kasus seperti ini saat merugikan pihak pengirim dan penerimaan apa lagi sudah dibayar lunas. Semoga dengan Direktur baru bisa di review;0;0;0;-1;0
Leo Christian;5;Bukalapak membantu perdagangan online antara penjual n pembeli dengan aman. Smga promo nya bisa lebih baik saja.;0;0;1;0;0
dimana fahrul;2;Belum ingin gitu bukalapak maju dan berkembang ? System marketing dan pengembang coba di benahi , kalo ga bisa ganti , masa iyah gamau maju gamau berkembang , kategori itu maenin iklanin ke customer , ini mah game elektronik gadged doang yg di mainin 😂;0;0;0;0;-1
Bondan Prakoso;2;Halo Min, kenapa belakangan ini susah buka aplikasi Bukalapak ya? Padahal aplikasi lain lancar dan sinyal sudah 4G. Terima kasih.;0;-1;0;0;0
agus prasetya;5;Ok Selama bertahun tahun pake bukalapak,ngga pernah ada kendala,belanja barang ataupun produk virtual,harganyapun lumayan murah Apalagi bukalapak paylaternya,sangat membantu hanya biaya layanan 20k 1bulan sudah bisa di pakai berkali kali;-1;0;1;1;0
Rudy Sugiharto;1;Kecewa, bayar pajak kendaraan bermotor udah dibayar, isina cuma diproses doang, giliran di cek ke samsat belum bisa cetak karena dari Bukalapak belum masuk...komplain ke cs gak ada tindak lanjut. Tolong diperbaiki pelayanannya;-1;0;0;-1;0
Nesya Irnes;1;Harusnya otomatis ketika di klik tombol GPS cari alamat pengiriman jadi ga sinkron antara titik alamat dan nama kota jd bikin kurirnya nyasar2 dan paket di return akhir nya buang waktu aja ini BL ga kaya toko ijo dan orange sangat akurat;0;0;0;-1;0
Ruwaedi Edi;1;Halo. Saya sangat kecewa dengan Bukalapak yang sekarang. Lebih mudah dengan bukalapak yang lama...... . Masak mau narik dana harus pakai instal aplikasi dana segala. Dan sekarang tambah sulit untuk pembayaran. Sekarang saya tidak bisa bayar pakai virtual account..... Untuk sekarang hanya saya pakai untuk lihat lihat saja.... Mau belanja serius pakai aplikasi lain selain bukalapak...... Salam. Mohon perbaikan... Mohon jangan menambah sulit....;0;0;-1;0;0
BALONG MAS MOTOR;1;Pilih libur 1 tahun / tutup akun ke2x nya dan menutup akun saya yang lainnya walaupun sudah dibantu auto upload, tetapi sistem bukalapak dan cs nya sangat tidak memuaskan dan membuat kecewa berkali kali. Ampun takut jualan disini lagi;-1;-1;0;0;0
Falera 1122334455;1;KECEWA DENGAN APK BUKALAPAK INI , saya pesan barang tp sudah satu bulan belum sampai juga , kendala di pengiriman , dan complan pun tidak ditanggapi , sudah diklaim tp sudah 3 Minggu mengalami proses terus , SANGAT KECEWA ...;-1;0;0;-1;0
tedi;3;Tolong dong biaya layanan jangan 20 ribu.. klo bisa sih gratis. Soalnya buat yang jarang hutang. Jadi terasa berat. Cuma beli pulsa jadi terasa mahal;-1;0;0;-1;0
Hurtagem Ayra;1;Saldo kredit nya kenapa selalu tidak bertambah nih kan lumayan tuk mengurangi pengluaran walaupun sedikit cuma stuck di 276. Rincian dapat saldo kredit pun berhenti di 12'21 padahal tiap hari check-in terus tuk nabung saldo credits...😓;0;0;0;0;-1
Pepy Poppay;5;Aplikasi oke, tapi coba tambah fitur ulasanya untung vidio juga. gak cuma foto doang. Biar gampang ngurus asurandinya...!!!;0;1;0;0;0
Yuli Bahrend;1;saya masih beri bintang satu dulu soalnya..awalnya pengembalian Dana ke dompet memang masuk setelah komplain dan retur udah tak kembalikan.. tapi untuk dicairkan ke rekening pribadi...harus update aplikasi buka lapak...lha ini yg tdk bisa ter update...gmn solusinya...;0;0;0;0;-1
rafli rafandra;1;Makin kesini Bukalapak makin payah..omset jualan makin menurun, ga seperti aplikasih orange sama ijo omset makin naik...kalo sudah ada iklan kenapa harus pake push iklan. Iklan bayar. Push iklan juga bayar...makin tidak membantu pedagang lokal. Yg dipikirin bisnisnya sendiri;0;0;-1;0;0
Antonio Gilang;5;Sangat lah simpel ada nya apl onlien buat belanja cari barang yg susah di cari di pasaran ..belanja jadi mudah mencari barang oke 👍😂;0;0;1;0;0
HANDY ZHOU;5;So far so Good bukalapak ini... sedikit tdk sudah banyak membantu usaha kecil saya.. walau masih dgn limit yang masih sangat minim.. thanks buka lapak... good Luck on the future...;0;0;1;0;0
Rangga Hardian;5;Sudah hampir 4 taun, sekarang kecewa karrna tidak bisa belanja menggunakan dana, saldo mengendap, komplain ditangani lama.. Saatnya beralih, alhmdulillah sudah normal kembali..;-1;0;0;0;0
Deni Omesh;1;Jangan transaksi reksadana disini , sumpah prosesnya ribet minta ampun apalagi pas penjualan beuh dari 2 minggu kmren duit saya gtau nyangkut dimana sampe detik ini belum nyampe , CS nya juga kerjanya cuman ngaai tiket tiket tiket gada kejelasan , mereka bilang pengecekan entah apanya yg harus dicek sampe segini lamanya ,padahal cmn uang kecil;-1;0;0;-1;0
Billy Santoso;1;"Saya mendapati masalah, karena pengiriman barang tidak amanah, (beli sweater baru tapi yg datang barang bekas), kemungkinan besar ""pihak pengirim"" mengganti barang pengiriman yg saya beli, dan saya mengajukan komplain ke bukalapak tapi sudah 1 bulan lebih tidak ada tindakan lebih lanjut, dan ""saya"" mendapati barang yang tidak sesuai, dan pelapak pun belum menerima uang transaksinya. Tolong sebagai penengah, bukalapak lebih provesional dan bertanggung jawab atas adanya kesalahan.";0;0;0;-1;0
